id,img_src,img_link,img_alt_txt,title,title_link,text
17,filmLocations.jpg,https://medium.com/@KristinHenry/san-francisco-film-locations-cca26acbbe44,should be alt-text for image,Film Locations,https://medium.com/@KristinHenry/san-francisco-film-locations-cca26acbbe44,"Film locations in San Francisco, in D3.V4<br><a href=""https://bl.ocks.org/kristin-henry-sf/729c2c41e348d7576f9f93a6e4476145"">code</a>"
18,inkyDays121017.jpg,inkyDaysGallery.html,should be alt-text for image,InkyDays,inkyDaysGallery.html,"Daily generative sketches, drawn in ink."
19,d3v4Talk.jpg,https://www.patreon.com/posts/migrating-d3-to-10676325,should be alt-text for image,Migrating to V4 of D3,https://www.patreon.com/posts/migrating-d3-to-10676325,"Slides from presentation on migrating to version 4 of d3.js<br><a href=""https://medium.com/@KristinHenry/migrating-to-version-4-of-d3-part1-6a5e83ce8e31"">article</a> | <a href=""https://www.patreon.com/posts/migrating-d3-to-10676325"">slides</a> | <a href=""https://www.youtube.com/watch?v=C1A5Li_hhXQ"">video</a>"
20,d3unconf2017.jpg,https://github.com/KristinHenry/d3unconf2017,should be alt-text for image,"Generative Art Seed, in D3",https://github.com/KristinHenry/d3unconf2017,"Generative art seed in d3.js, for workshop at d3Unconf 2017.<br><a href=""https://github.com/KristinHenry/d3unconf2017"">code</a>"
21,multitude_pic.jpg,https://medium.com/@KristinHenry/on-becoming-a-dangerous-artist-6a22e5b1dfd4,should be alt-text for image,Dangerous Artists,https://medium.com/@KristinHenry/on-becoming-a-dangerous-artist-6a22e5b1dfd4,"Generative protest art.</br><a href=""https://medium.com/@KristinHenry/on-becoming-a-dangerous-artist-6a22e5b1dfd4"">article</a> | <a href=""https://www.etsy.com/listing/502118365/protest-art-generative-art-coded-with"">prints</a>"
22,particles.jpg,https://www.patreon.com/posts/particles-8325633,should be alt-text for image,Particles in D3.V4,https://www.patreon.com/posts/particles-8325633,"Particle System in v4 of d3.js<br><a href=""https://www.patreon.com/posts/particles-8325633"">notes</a>"
23,sticker_10.jpg,https://www.etsy.com/shop/artatomic?section_id=22421729,should be alt-text for image,Particle Stickers,https://www.etsy.com/shop/artatomic?section_id=22421729,"Generative art in sticker-form.</br><a href=""https://www.etsy.com/shop/artatomic?section_id=22421729"">stickers</a>"
24,dotsTranslating.jpg,,should be alt-text for image,nf2Biohack,https://towardsdatascience.com/hacking-data-art-at-an-ai-genomic-hackathon-62e16efb49ce,"Data Art project for the NF2 Hackathon in San Francisco.<br><a href=""https://towardsdatascience.com/hacking-data-art-at-an-ai-genomic-hackathon-62e16efb49ce"">article</a> | <a href=""https://github.com/KristinHenry/nf2hack"">code</a>"
25,chartingChem.jpg,https://www.patreon.com/posts/charting-chem-8836011,should be alt-text for image,Charting Chem,https://www.patreon.com/posts/charting-chem-8836011,"Experimenting<br><a href=""https://medium.com/@KristinHenry/in-defense-of-pie-charts-and-why-you-shouldnt-use-them-df2e8ccb5f76"">notes</a>"
26,neuro_dark_9z_sm.jpg,https://www.etsy.com/shop/artatomic?section_id=18815927,should be alt-text for image,Neuro Art,https://www.etsy.com/shop/artatomic?section_id=18815927,"Generative Art Nerve Patterns<br><a href=""https://www.etsy.com/shop/artatomic?section_id=18815927"">prints</a>"
27,coloringPages.jpeg,,should be alt-text for image,Generative Art Coloring Pages,,"Adult coloring pages created with code, inspired by Chemistry.<br><a href=""https://medium.com/@KristinHenry/coloring-generative-art-pages-522a5dd7f892"">article</a> | <a href=""https://www.etsy.com/shop/artatomic?section_id=17744526"">prints</a>"
28,datavizBrainDump.jpg,https://www.patreon.com/posts/data-viz-brain-8838086,should be alt-text for image,Data Viz Brain Dump,https://www.patreon.com/posts/data-viz-brain-8838086,Thoughts on Data Vizualization
29,scarves_1.jpeg,https://www.etsy.com/shop/artatomic?section_id=18632675,should be alt-text for image,Art Atomic Scarves,https://www.etsy.com/shop/artatomic?section_id=18632675,"Wearable Generative Art. Created with code, inspired by Chemistry and Physics.<br><a href=""https://medium.com/@KristinHenry/artatomic-from-code-to-textile-a-creative-journey-62eb2d72765f"">article</a> | <a href=""https://www.etsy.com/shop/artatomic?section_id=18632675"">prints</a>"
30,artAtomicMovie.jpg,https://www.patreon.com/posts/artatomic-video-9155896,should be alt-text for image,Promo for Art Atomic Scarves,https://www.patreon.com/posts/artatomic-video-9155896,"Wearable Generative Art. Created with code, inspired by Chemistry and Physics."
31,runway.jpg,https://www.patreon.com/posts/runway-ready-on-9076159,should be alt-text for image,Code Sketching,https://medium.com/@KristinHenry/runway-ready-dress-on-jupiter-as-imagined-by-someone-on-earth-in-the-1950s-251afd8c8a23,"Generative Art, from drawing prompts<br><a href=""https://kristinhenry.github.io/Sketches2014/"">code</a> |
                <a href=""https://medium.com/@KristinHenry/runway-ready-dress-on-jupiter-as-imagined-by-someone-on-earth-in-the-1950s-251afd8c8a23"">notes</a>"
32,dots_2_June2013_sm.jpg,,should be alt-text for image,Particles,,"Generative Art, created with code, inspired by Chemistry.<br><a href=""https://www.etsy.com/shop/artatomic?section_id=18813608"">prints</a>"
33,selfDrawingCode.jpg,,should be alt-text for image,Self-Drawing Code,,"Generative Art coded in Python<br><a href=""https://github.com/KristinHenry/selfDrawingCode"">code</a>"
34,mystic_rose_art.jpg,https://www.etsy.com/shop/artatomic?section_id=18816103,should be alt-text for image,Mystic Rose Art,https://www.etsy.com/shop/artatomic?section_id=18816103,"Generative Art with Mystic Rose math.<br><a href=""https://www.etsy.com/shop/artatomic?section_id=18816103"">prints</a>"
35,mysticRoseParticles.png,https://www.patreon.com/posts/mystic-rose-13472569,should be alt-text for image,Mystic Rose Particles,https://www.patreon.com/posts/mystic-rose-13472569,Generative Art with Mystic Rose math.
36,randomWalk.jpg,https://www.patreon.com/posts/random-walk-on-13472801,should be alt-text for image,Random Walk,https://www.patreon.com/posts/random-walk-on-13472801,Random walk on a grid.
37,generativeStitches.jpg,https://www.patreon.com/posts/generative-13474615,should be alt-text for image,Generative Stitches,https://www.patreon.com/posts/generative-13474615,Stop motion video of generative embroidery.
38,particleDance.jpg,https://www.patreon.com/posts/particle-dance-13502359,should be alt-text for image,Particle Dance,https://www.patreon.com/posts/particle-dance-13502359,"Generative Animation, created with code, inspired by Chemistry."
39,wandering.jpg,https://www.patreon.com/posts/wandering-13503554,should be alt-text for image,Wandering Geometries,https://www.patreon.com/posts/wandering-13503554,Random walk on a grid.
40,poemColors.jpg,,should be alt-text for image,Poetry Color Stories,,Data Art: using Character Frequencies in Poetry. Inspired by protein folding.
41,insulin.jpg,,should be alt-text for image,Proteins,,Data Art: Visualizing Proteins using Amino Acid Frequencies
42,urbanData.jpg,,should be alt-text for image,Urban Data Challenge,,"Visualizing MUNI riders with R.<br>
                <a href=""https://github.com/KristinHenry/Visualizing-SF-Urban-Data"">code</a>"
43,geneSOM.jpg,,should be alt-text for image,Self Organizing Map Gene Clustering,,Searching for Endogenous Retroviral Proteins in the Mouse Genome.
44,mySoundScape.jpg,,should be alt-text for image,mySoundScape,,A computer science study of daily noise pollution.
45,particleSquares.jpg,https://www.patreon.com/posts/painting-with-10690403,should be alt-text for image,Particle Squares,https://www.patreon.com/posts/painting-with-10690403,"Painting with particles, and code."
46,flowers.jpg,,should be alt-text for image,Generative Flowers,,Geometric generative art.
47,cellProject.jpeg,https://www.etsy.com/listing/543793099/build-a-cell-kit-cell-biology-learning,should be alt-text for image,GalaxyGoo's Cell Project,https://medium.com/@KristinHenry/galaxygoos-cell-project-and-the-maker-faire-4011ca784357,"Building 3D models of cells, organelle by organelle, at the Maker Faire.<br><a href=""cellproject.html"">Instructions</a> | 
                <a href=""https://medium.com/@KristinHenry/galaxygoos-cell-project-and-the-maker-faire-4011ca784357"">article</a>"
48,organelles.jpg,https://www.etsy.com/listing/543793099/build-a-cell-kit-cell-biology-learning,should be alt-text for image,Build-a-Cell,https://www.etsy.com/listing/543793099/build-a-cell-kit-cell-biology-learning,"Premade organelles, for GalaxyGoo's Build a Cell project."
49,cell_embroidery.jpg,https://www.etsy.com/listing/62149856/diy-embroidery-kit-cell-biology,should be alt-text for image,Cell Biology Embroidery,https://www.etsy.com/listing/62149856/diy-embroidery-kit-cell-biology,Cell Biology embroidery kits.
50,cell_mandala_art.jpg,https://www.etsy.com/listing/72661172/cell-biology-inspired-abstract-art-san,should be alt-text for image,Cell Mandala Art,https://www.etsy.com/listing/72661172/cell-biology-inspired-abstract-art-san,Generative Art with Cell organelle illustrations.
51,colorOfSpam.jpg,,should be alt-text for image,Color of Spam,,Data Art using the IP addresses of spammers.
52,adobeAnimation.jpg,,should be alt-text for image,Animation for Adobe Gallery,,My first continually running animated generative art piece.
53,flashBook.jpg,https://www.patreon.com/posts/another-life-8326907,should be alt-text for image,New Masters Of Flash,https://www.patreon.com/posts/another-life-8326907,My chapter...from a past life.
54,nmjSim.jpg,,should be alt-text for image,Neuromuscular Junction Simulation,,Interactive animated simulation of the Neuromuscular Junction for Anatomy and Physiology students
55,stickyElementalSnow.jpg,,should be alt-text for image,Sticky Elemental Snow,,Having fun with the Periodic Table of Elements....slightly Matrix inspired.
56,tableOfElements.jpg,http://underground-lab.com/page3.html,should be alt-text for image,Periodic Table of Elements,http://underground-lab.com/page3.html,Interactive visualization for Chemistry
57,hiv.jpg,http://underground-lab.com/page6.html,should be alt-text for image,Molecular Biology of HIV,http://underground-lab.com/page6.html,Animation of the Molecular Biology of an HIV infection.
